 CONF#          E (xTB)          ΔE (xTB)          E (DFT)           ΔE (DFT)        ΔGsolv (xTB)           Gtot             ΔGtot          Boltzmann weight   
CONF988        -65.010694          4.32          -2929.522819          3.79           -9.327778         -2929.537684          2.91                0.04         
CONF994        -65.011305          3.93          -2929.524570          2.69           -8.963920         -2929.538855          2.17                0.15         
CONF996        -65.010995          4.13          -2929.522473          4.01           -9.128678         -2929.537020          3.32                0.02         
CONF1000       -65.010630          4.36          -2929.521889          4.37           -9.343883         -2929.536779          3.48                0.02         
CONF1013       -65.011627          3.73          -2929.523315          3.48           -8.704778         -2929.537187          3.22                0.03         
CONF1014       -65.011626          3.73          -2929.523266          3.51           -8.705539         -2929.537139          3.25                0.02         
CONF1017       -65.011037          4.10          -2929.521989          4.31           -9.067189         -2929.536438          3.69                0.01         
CONF1019       -65.010856          4.22          -2929.522693          3.87           -9.182127         -2929.537326          3.13                0.03         
CONF1028       -65.010511          4.43          -2929.521146          4.84           -9.384359         -2929.536100          3.90                0.01         
CONF1029       -65.012062          3.46          -2929.528695          0.10           -8.409818         -2929.542097          0.14                4.61         
CONF1030       -65.010517          4.43          -2929.521192          4.81           -9.377105         -2929.536135          3.88                0.01         
CONF1031       -65.012853          2.96          -2929.523685          3.25           -7.907867         -2929.536287          3.78                0.01         
CONF1037       -65.010828          4.23          -2929.521689          4.50           -9.177720         -2929.536315          3.77                0.01         
CONF1038       -65.012839          2.97          -2929.523552          3.33           -7.910474         -2929.536158          3.87                0.01         
CONF1039       -65.011389          3.88          -2929.523546          3.33           -8.817270         -2929.537598          2.96                0.04         
CONF1054       -65.012524          3.17          -2929.526735          1.33           -8.089933         -2929.539627          1.69                0.34         
CONF1056       -65.010310          4.56          -2929.522216          4.17           -9.507220         -2929.537367          3.11                0.03         
CONF1071       -65.011480          3.82          -2929.524032          3.03           -8.724769         -2929.537936          2.75                0.06         
CONF1073       -65.011944          3.53          -2929.523097          3.61           -8.425609         -2929.536525          3.64                0.01         
CONF1075       -65.011961          3.52          -2929.523174          3.57           -8.410601         -2929.536577          3.60                0.01         
CONF1105       -65.011448          3.85          -2929.522225          4.16           -8.694007         -2929.536080          3.91                0.01         
CONF1115       -65.012031          3.48          -2929.524324          2.84           -8.315514         -2929.537576          2.98                0.04         
CONF1116       -65.012032          3.48          -2929.524354          2.83           -8.314131         -2929.537603          2.96                0.04         
CONF1117       -65.010944          4.16          -2929.521891          4.37           -8.995532         -2929.536226          3.82                0.01         
CONF1127       -65.012043          3.47          -2929.527074          1.12           -8.291953         -2929.540288          1.27                0.68         
CONF1137       -65.011168          4.02          -2929.523069          3.63           -8.824404         -2929.537131          3.25                0.02         
CONF1141       -65.010197          4.63          -2929.522217          4.17           -9.426124         -2929.537239          3.19                0.03         
CONF1151       -65.010158          4.65          -2929.522066          4.26           -9.427774         -2929.537090          3.28                0.02         
CONF1159       -65.008869          5.46          -2929.519837          5.66           -10.230128        -2929.536140          3.88                0.01         
CONF1172       -65.011504          3.81          -2929.522388          4.06           -8.557479         -2929.536026          3.95                0.01         
CONF1176       -65.010116          4.68          -2929.521940          4.34           -9.423627         -2929.536958          3.36                0.02         
CONF1189       -65.011235          3.98          -2929.522327          4.10           -8.703786         -2929.536198          3.84                0.01         
CONF1196       -65.010578          4.39          -2929.521647          4.53           -9.105861         -2929.536158          3.87                0.01         
CONF1197       -65.010068          4.71          -2929.521847          4.40           -9.424267         -2929.536865          3.42                0.02         
CONF1201       -65.010745          4.29          -2929.522299          4.12           -8.996335         -2929.536636          3.57                0.01         
CONF1202       -65.010862          4.21          -2929.523556          3.33           -8.918081         -2929.537768          2.86                0.05         
CONF1211       -65.010445          4.47          -2929.522046          4.27           -9.160067         -2929.536643          3.56                0.01         
CONF1213       -65.011953          3.53          -2929.526040          1.77           -8.214512         -2929.539131          2.00                0.20         
CONF1216       -65.010693          4.32          -2929.522250          4.15           -9.000803         -2929.536594          3.59                0.01         
CONF1218       -65.012442          3.22          -2929.527053          1.13           -7.901658         -2929.539645          1.68                0.34         
CONF1221       -65.010723          4.30          -2929.521762          4.45           -8.971375         -2929.536059          3.93                0.01         
CONF1243       -65.012077          3.45          -2929.523315          3.48           -8.097211         -2929.536219          3.83                0.01         
CONF1244       -65.010615          4.37          -2929.523048          3.65           -9.013102         -2929.537412          3.08                0.03         
CONF1245       -65.010554          4.41          -2929.522044          4.28           -9.051011         -2929.536467          3.67                0.01         
CONF1246       -65.011637          3.73          -2929.524513          2.73           -8.362090         -2929.537839          2.81                0.05         
CONF1248       -65.010972          4.14          -2929.522255          4.14           -8.777817         -2929.536244          3.81                0.01         
CONF1263       -65.010995          4.13          -2929.522077          4.26           -8.744739         -2929.536012          3.96                0.01         
CONF1266       -65.008296          5.82          -2929.520537          5.22           -10.427968        -2929.537155          3.24                0.02         
CONF1282       -65.012380          3.26          -2929.525456          2.13           -7.842087         -2929.537953          2.74                0.06         
CONF1285       -65.011122          4.05          -2929.522234          4.16           -8.628077         -2929.535984          3.97                0.01         
CONF1286       -65.010305          4.56          -2929.522740          3.84           -9.140928         -2929.537307          3.14                0.03         
CONF1287       -65.010301          4.56          -2929.522712          3.86           -9.142524         -2929.537282          3.16                0.03         
CONF1288       -65.010759          4.28          -2929.522893          3.74           -8.853109         -2929.537001          3.34                0.02         
CONF1291       -65.011763          3.65          -2929.525477          2.12           -8.222658         -2929.538581          2.35                0.11         
CONF1298       -65.010826          4.24          -2929.522154          4.21           -8.800729         -2929.536179          3.85                0.01         
CONF1307       -65.011580          3.76          -2929.523261          3.51           -8.315216         -2929.536512          3.64                0.01         
CONF1319       -65.012171          3.39          -2929.523878          3.12           -7.928674         -2929.536513          3.64                0.01         
CONF1325       -65.010602          4.38          -2929.524009          3.04           -8.908696         -2929.538206          2.58                0.07         
CONF1326       -65.010623          4.36          -2929.524039          3.02           -8.894139         -2929.538213          2.58                0.08         
CONF1327       -65.012681          3.07          -2929.526220          1.66           -7.602114         -2929.538335          2.50                0.09         
CONF1328       -65.012712          3.05          -2929.526211          1.66           -7.582034         -2929.538294          2.53                0.08         
CONF1330       -65.010546          4.41          -2929.523738          3.21           -8.937632         -2929.537981          2.72                0.06         
CONF1338       -65.011023          4.11          -2929.522503          3.99           -8.635762         -2929.536265          3.80                0.01         
CONF1339       -65.010661          4.34          -2929.524049          3.02           -8.859683         -2929.538167          2.60                0.07         
CONF1365       -65.009948          4.79          -2929.522301          4.11           -9.271598         -2929.537076          3.29                0.02         
CONF1368       -65.010922          4.17          -2929.522470          4.01           -8.658367         -2929.536268          3.80                0.01         
CONF1392       -65.009728          4.92          -2929.521291          4.75           -9.371308         -2929.536225          3.82                0.01         
CONF1399       -65.010884          4.20          -2929.522610          3.92           -8.635380         -2929.536371          3.73                0.01         
CONF1417       -65.011802          3.62          -2929.524812          2.54           -8.025858         -2929.537603          2.96                0.04         
CONF1422       -65.011406          3.87          -2929.523812          3.17           -8.270020         -2929.536991          3.34                0.02         
CONF1423       -65.011792          3.63          -2929.524852          2.51           -8.027399         -2929.537645          2.93                0.04         
CONF1424       -65.011800          3.62          -2929.524917          2.47           -8.026265         -2929.537707          2.89                0.04         
CONF1436       -65.010705          4.31          -2929.523924          3.10           -8.697182         -2929.537783          2.85                0.05         
CONF1437       -65.010900          4.19          -2929.524022          3.03           -8.571297         -2929.537682          2.91                0.04         
CONF1438       -65.010672          4.33          -2929.523775          3.19           -8.713126         -2929.537660          2.92                0.04         
CONF1439       -65.009111          5.31          -2929.520937          4.97           -9.693108         -2929.536384          3.72                0.01         
CONF1452       -65.011391          3.88          -2929.523223          3.54           -8.237810         -2929.536351          3.74                0.01         
CONF1462       -65.011024          4.11          -2929.523028          3.66           -8.452865         -2929.536499          3.65                0.01         
CONF1465       -65.010377          4.52          -2929.522730          3.85           -8.858311         -2929.536847          3.43                0.02         
CONF1467       -65.011050          4.09          -2929.523131          3.59           -8.424318         -2929.536556          3.62                0.01         
CONF1469       -65.011035          4.10          -2929.523031          3.66           -8.432368         -2929.536468          3.67                0.01         
CONF1472       -65.010414          4.49          -2929.522489          4.00           -8.816180         -2929.536538          3.63                0.01         
CONF1474       -65.010432          4.48          -2929.522638          3.90           -8.803322         -2929.536667          3.55                0.01         
CONF1475       -65.010390          4.51          -2929.522486          4.00           -8.828476         -2929.536555          3.62                0.01         
CONF1477       -65.010491          4.45          -2929.523600          3.30           -8.798304         -2929.537621          2.95                0.04         
CONF1489       -65.010436          4.48          -2929.523919          3.10           -8.781834         -2929.537913          2.76                0.05         
CONF1494       -65.010985          4.14          -2929.523520          3.35           -8.424230         -2929.536945          3.37                0.02         
CONF1495       -65.011468          3.83          -2929.524758          2.57           -8.119965         -2929.537698          2.90                0.04         
CONF1496       -65.010162          4.65          -2929.522344          4.09           -8.937611         -2929.536587          3.60                0.01         
CONF1498       -65.009949          4.79          -2929.522560          3.95           -9.070977         -2929.537015          3.33                0.02         
CONF1500       -65.008046          5.98          -2929.519653          5.78           -10.261952        -2929.536006          3.96                0.01         
CONF1504       -65.011747          3.66          -2929.523322          3.47           -7.936122         -2929.535969          3.98                0.01         
CONF1509       -65.012215          3.36          -2929.527766          0.69           -7.637449         -2929.539937          1.49                0.47         
CONF1517       -65.010924          4.17          -2929.524847          2.52           -8.424092         -2929.538271          2.54                0.08         
CONF1525       -65.011938          3.54          -2929.523599          3.30           -7.780101         -2929.535997          3.97                0.01         
CONF1530       -65.009185          5.26          -2929.521246          4.78           -9.499016         -2929.536384          3.72                0.01         
CONF1531       -65.010431          4.48          -2929.524503          2.73           -8.717416         -2929.538395          2.46                0.09         
CONF1534       -65.009810          4.87          -2929.522698          3.87           -9.098536         -2929.537197          3.21                0.03         
CONF1536       -65.010803          4.25          -2929.522872          3.76           -8.476358         -2929.536380          3.73                0.01         
CONF1538       -65.009874          4.83          -2929.522753          3.83           -9.055312         -2929.537184          3.22                0.03         
CONF1544       -65.008902          5.44          -2929.521498          4.62           -9.659487         -2929.536891          3.41                0.02         
CONF1545       -65.008901          5.44          -2929.521326          4.73           -9.658785         -2929.536718          3.51                0.02         
CONF1546       -65.010540          4.41          -2929.523063          3.64           -8.630880         -2929.536817          3.45                0.02         
CONF1548       -65.010180          4.64          -2929.522277          4.13           -8.857804         -2929.536393          3.72                0.01         
CONF1549       -65.009372          5.15          -2929.522848          3.77           -9.360044         -2929.537765          2.86                0.05         
CONF1551       -65.009843          4.85          -2929.522848          3.77           -9.059600         -2929.537285          3.16                0.03         
CONF1555       -65.009273          5.21          -2929.521921          4.35           -9.414560         -2929.536924          3.39                0.02         
CONF1558       -65.009540          5.04          -2929.522861          3.76           -9.238609         -2929.537584          2.97                0.04         
CONF1571       -65.009466          5.09          -2929.521514          4.61           -9.265493         -2929.536279          3.79                0.01         
CONF1588       -65.010919          4.18          -2929.525194          2.30           -8.331236         -2929.538471          2.41                0.10         
CONF1595       -65.008317          5.81          -2929.520240          5.41           -9.957501         -2929.536108          3.90                0.01         
CONF1600       -65.011756          3.65          -2929.524953          2.45           -7.792220         -2929.537370          3.10                0.03         
CONF1602       -65.011845          3.60          -2929.524889          2.49           -7.731854         -2929.537210          3.21                0.03         
CONF1612       -65.010889          4.20          -2929.528718          0.09           -8.322271         -2929.541980          0.21                4.07         
CONF1613       -65.009116          5.31          -2929.522075          4.26           -9.437307         -2929.537114          3.27                0.02         
CONF1615       -65.007929          6.05          -2929.520496          5.25           -10.179443        -2929.536718          3.51                0.02         
CONF1626       -65.009924          4.80          -2929.522532          3.97           -8.917597         -2929.536743          3.50                0.02         
CONF1630       -65.009988          4.76          -2929.523683          3.25           -8.866466         -2929.537812          2.83                0.05         
CONF1640       -65.009573          5.02          -2929.521760          4.45           -9.112192         -2929.536281          3.79                0.01         
CONF1642       -65.009555          5.03          -2929.521869          4.39           -9.122477         -2929.536406          3.71                0.01         
CONF1646       -65.009856          4.84          -2929.524649          2.64           -8.927596         -2929.538876          2.16                0.15         
CONF1651       -65.009626          4.99          -2929.524362          2.82           -9.074652         -2929.538823          2.19                0.14         
CONF1665       -65.010018          4.74          -2929.523285          3.50           -8.796517         -2929.537303          3.15                0.03         
CONF1668       -65.009182          5.27          -2929.523869          3.13           -9.316091         -2929.538715          2.26                0.13         
CONF1675       -65.011310          3.93          -2929.526252          1.64           -7.975531         -2929.538961          2.11                0.17         
CONF1678       -65.011329          3.92          -2929.526203          1.67           -7.961748         -2929.538891          2.15                0.15         
CONF1686       -65.009364          5.15          -2929.524732          2.59           -9.182902         -2929.539366          1.85                0.26         
CONF1691       -65.011769          3.64          -2929.523971          3.07           -7.670382         -2929.536195          3.84                0.01         
CONF1699       -65.010759          4.28          -2929.527345          0.95           -8.296953         -2929.540567          1.10                0.91         
CONF1703       -65.010248          4.60          -2929.523738          3.21           -8.615287         -2929.537467          3.04                0.03         
CONF1704       -65.011016          4.12          -2929.524544          2.71           -8.127203         -2929.537495          3.03                0.04         
CONF1707       -65.009462          5.09          -2929.521620          4.54           -9.146896         -2929.536196          3.84                0.01         
CONF1766       -65.009221          5.24          -2929.523177          3.57           -9.155637         -2929.537767          2.86                0.05         
CONF1767       -65.008044          5.98          -2929.520860          5.02           -9.892803         -2929.536625          3.57                0.01         
CONF1774       -65.012010          3.49          -2929.528405          0.28           -7.397556         -2929.540194          1.33                0.61         
CONF1790       -65.010638          4.35          -2929.523759          3.20           -8.234901         -2929.536882          3.41                0.02         
CONF1796       -65.009080          5.33          -2929.521906          4.36           -9.195616         -2929.536561          3.61                0.01         
CONF1802       -65.009623          4.99          -2929.522893          3.74           -8.844508         -2929.536987          3.35                0.02         
CONF1804       -65.010487          4.45          -2929.523889          3.12           -8.298750         -2929.537114          3.27                0.02         
CONF1813       -65.009232          5.24          -2929.521917          4.36           -9.063742         -2929.536361          3.74                0.01         
CONF1815       -65.007679          6.21          -2929.520186          5.44           -10.034378        -2929.536177          3.85                0.01         
CONF1820       -65.008022          5.99          -2929.521700          4.49           -9.812030         -2929.537337          3.13                0.03         
CONF1835       -65.011629          3.73          -2929.528186          0.42           -7.535248         -2929.540194          1.33                0.61         
CONF1840       -65.009855          4.84          -2929.523257          3.51           -8.639349         -2929.537025          3.32                0.02         
CONF1843       -65.009308          5.19          -2929.522335          4.09           -8.993454         -2929.536667          3.55                0.01         
CONF1855       -65.010730          4.30          -2929.524884          2.49           -8.079010         -2929.537758          2.86                0.05         
CONF1857       -65.008149          5.92          -2929.520516          5.23           -9.699783         -2929.535974          3.98                0.01         
CONF1865       -65.010903          4.19          -2929.524422          2.78           -7.955287         -2929.537100          3.27                0.02         
CONF1876       -65.008394          5.76          -2929.522826          3.79           -9.513619         -2929.537987          2.72                0.06         
CONF1879       -65.009930          4.80          -2929.523245          3.52           -8.547670         -2929.536866          3.42                0.02         
CONF1883       -65.011236          3.98          -2929.523934          3.09           -7.721304         -2929.536238          3.82                0.01         
CONF1884       -65.008045          5.98          -2929.520572          5.20           -9.721176         -2929.536064          3.92                0.01         
CONF1888       -65.010244          4.60          -2929.525644          2.02           -8.339123         -2929.538933          2.12                0.16         
CONF1899       -65.009822          4.87          -2929.522850          3.77           -8.590496         -2929.536540          3.63                0.01         
CONF1908       -65.010127          4.67          -2929.523159          3.58           -8.390732         -2929.536530          3.63                0.01         
CONF1921       -65.011617          3.74          -2929.525288          2.24           -7.440653         -2929.537146          3.25                0.02         
CONF1922       -65.011616          3.74          -2929.525279          2.25           -7.440751         -2929.537137          3.25                0.02         
CONF1923       -65.011502          3.81          -2929.526470          1.50           -7.511202         -2929.538439          2.43                0.10         
CONF1931       -65.008768          5.53          -2929.521676          4.51           -9.205375         -2929.536345          3.75                0.01         
CONF1932       -65.008767          5.53          -2929.521689          4.50           -9.205793         -2929.536359          3.74                0.01         
CONF1934       -65.010385          4.51          -2929.526416          1.53           -8.188165         -2929.539464          1.79                0.28         
CONF1939       -65.007145          6.54          -2929.521336          4.72           -10.218933        -2929.537620          2.95                0.04         
CONF1940       -65.008747          5.54          -2929.521685          4.50           -9.209976         -2929.536362          3.74                0.01         
CONF1964       -65.008741          5.54          -2929.522678          3.88           -9.176450         -2929.537302          3.15                0.03         
CONF1965       -65.008707          5.56          -2929.523004          3.67           -9.190310         -2929.537650          2.93                0.04         
CONF1967       -65.011660          3.71          -2929.526428          1.52           -7.336577         -2929.538120          2.63                0.07         
CONF1969       -65.011654          3.72          -2929.526349          1.57           -7.337615         -2929.538042          2.68                0.06         
CONF1975       -65.009121          5.31          -2929.521763          4.45           -8.918632         -2929.535976          3.98                0.01         
CONF1987       -65.009420          5.12          -2929.523580          3.31           -8.708539         -2929.537458          3.05                0.03         
CONF1998       -65.009986          4.76          -2929.524153          2.95           -8.332854         -2929.537432          3.07                0.03         
CONF2004       -65.010527          4.42          -2929.526919          1.22           -7.979003         -2929.539635          1.68                0.34         
CONF2010       -65.010762          4.28          -2929.524182          2.93           -7.824540         -2929.536652          3.56                0.01         
CONF2028       -65.010735          4.29          -2929.527033          1.14           -7.822687         -2929.539500          1.77                0.29         
CONF2035       -65.010482          4.45          -2929.523519          3.35           -7.964832         -2929.536212          3.83                0.01         
CONF2042       -65.008764          5.53          -2929.522306          4.11           -9.034156         -2929.536703          3.52                0.02         
CONF2045       -65.008418          5.75          -2929.523478          3.38           -9.244980         -2929.538211          2.58                0.08         
CONF2046       -65.007496          6.32          -2929.520743          5.09           -9.824945         -2929.536400          3.71                0.01         
CONF2063       -65.008772          5.52          -2929.521618          4.54           -8.997034         -2929.535956          3.99                0.01         
CONF2068       -65.009324          5.18          -2929.522949          3.71           -8.645989         -2929.536727          3.51                0.02         
CONF2086       -65.009922          4.80          -2929.524486          2.74           -8.241532         -2929.537620          2.95                0.04         
CONF2089       -65.009131          5.30          -2929.523896          3.11           -8.726065         -2929.537802          2.83                0.05         
CONF2090       -65.009555          5.03          -2929.522769          3.82           -8.457720         -2929.536247          3.81                0.01         
CONF2106       -65.008456          5.72          -2929.522391          4.06           -9.113449         -2929.536915          3.39                0.02         
CONF2107       -65.007675          6.21          -2929.523658          3.26           -9.598427         -2929.538954          2.11                0.17         
CONF2108       -65.009779          4.89          -2929.524213          2.91           -8.275498         -2929.537401          3.09                0.03         
CONF2109       -65.008489          5.70          -2929.522474          4.01           -9.084167         -2929.536951          3.37                0.02         
CONF2114       -65.009367          5.15          -2929.523187          3.56           -8.524027         -2929.536771          3.48                0.02         
CONF2125       -65.008359          5.78          -2929.522295          4.12           -9.138759         -2929.536859          3.43                0.02         
CONF2143       -65.010479          4.45          -2929.524366          2.82           -7.769330         -2929.536747          3.50                0.02         
CONF2145       -65.010577          4.39          -2929.524248          2.89           -7.732602         -2929.536571          3.61                0.01         
CONF2168       -65.009111          5.31          -2929.524040          3.02           -8.584196         -2929.537720          2.89                0.04         
CONF2172       -65.008259          5.85          -2929.521995          4.31           -9.108050         -2929.536510          3.64                0.01         
CONF2173       -65.008265          5.84          -2929.521993          4.31           -9.102927         -2929.536499          3.65                0.01         
CONF2183       -65.008508          5.69          -2929.524008          3.04           -8.931636         -2929.538242          2.56                0.08         
CONF2184       -65.010498          4.44          -2929.524237          2.90           -7.679897         -2929.536475          3.67                0.01         
CONF2189       -65.006912          6.69          -2929.521091          4.87           -9.926655         -2929.536910          3.39                0.02         
CONF2199       -65.009221          5.24          -2929.524651          2.64           -8.463009         -2929.538138          2.62                0.07         
CONF2213       -65.009949          4.79          -2929.527343          0.95           -7.981291         -2929.540062          1.42                0.53         
CONF2216       -65.010065          4.71          -2929.527033          1.14           -7.902118         -2929.539626          1.69                0.34         
CONF2217       -65.008599          5.63          -2929.522079          4.25           -8.820528         -2929.536135          3.88                0.01         
CONF2221       -65.010026          4.74          -2929.527421          0.90           -7.920115         -2929.540043          1.43                0.52         
CONF2222       -65.009956          4.78          -2929.527332          0.96           -7.976172         -2929.540043          1.43                0.52         
CONF2254       -65.009409          5.12          -2929.524779          2.56           -8.244924         -2929.537918          2.76                0.06         
CONF2261       -65.007412          6.38          -2929.521435          4.66           -9.481191         -2929.536544          3.62                0.01         
CONF2273       -65.010351          4.53          -2929.527517          0.84           -7.604404         -2929.539635          1.68                0.34         
CONF2279       -65.007640          6.23          -2929.523493          3.37           -9.284360         -2929.538289          2.53                0.08         
CONF2280       -65.007651          6.23          -2929.523503          3.36           -9.277451         -2929.538288          2.53                0.08         
CONF2281       -65.007635          6.24          -2929.523497          3.36           -9.286701         -2929.538297          2.52                0.08         
CONF2283       -65.008643          5.61          -2929.522688          3.87           -8.650870         -2929.536474          3.67                0.01         
CONF2285       -65.009606          5.00          -2929.524266          2.88           -8.045754         -2929.537088          3.28                0.02         
CONF2287       -65.010909          4.18          -2929.528209          0.41           -7.223935         -2929.539721          1.63                0.37         
CONF2297       -65.009351          5.16          -2929.526835          1.27           -8.188074         -2929.539883          1.53                0.44         
CONF2312       -65.009336          5.17          -2929.526723          1.34           -8.161304         -2929.539729          1.62                0.38         
CONF2320       -65.008989          5.39          -2929.526160          1.69           -8.361546         -2929.539485          1.78                0.29         
CONF2321       -65.009004          5.38          -2929.526240          1.64           -8.350328         -2929.539547          1.74                0.31         
CONF2326       -65.009531          5.05          -2929.523470          3.38           -8.018333         -2929.536248          3.81                0.01         
CONF2349       -65.007936          6.05          -2929.522158          4.20           -8.976375         -2929.536463          3.67                0.01         

Boltzmann averaged free energy/enthalpy of ensemble on input geometries (not DFT optimized):
temperature /K:   avE(T) /a.u.   avG(T) /a.u.
    298.15       -2887.3501990   -2887.3634733     <<==part0==
----------------------------------------------------------------------------------------------------
